hsa-miR-335-5p,5108,0.436992044
hsa-miR-26b-5p,4591,0.392762426
hsa-miR-124-3p,4188,0.358285568
hsa-miR-16-5p,4040,0.345624091
hsa-miR-92a-3p,3816,0.326460775
hsa-miR-1-3p,3621,0.309778424
hsa-let-7b-5p,3571,0.305500898
hsa-miR-17-5p,3522,0.301308923
hsa-miR-155-5p,3425,0.293010523
hsa-miR-615-3p,3266,0.27940799
hsa-miR-218-5p,3250,0.278039182
hsa-miR-20a-5p,3180,0.272050646
hsa-miR-93-5p,3145,0.269056378
hsa-miR-106b-5p,3125,0.267345367
hsa-miR-21-5p,3105,0.265634357
hsa-miR-193b-3p,3097,0.264949953
hsa-miR-192-5p,3094,0.264693301
hsa-miR-34a-5p,3050,0.260929079
hsa-miR-8485,2929,0.250577466
hsa-miR-484,2893,0.247497647
hsa-miR-106a-5p,2774,0.237317136
hsa-miR-24-3p,2748,0.235092822
hsa-miR-320a,2727,0.233296261
hsa-miR-215-5p,2719,0.232611857
hsa-miR-98-5p,2693,0.230387544
hsa-miR-92b-3p,2677,0.229018736
hsa-miR-30a-5p,2674,0.228762084
hsa-miR-20b-5p,2661,0.227649927
hsa-miR-519d-3p,2640,0.225853366
hsa-miR-181a-5p,2636,0.225511164
hsa-let-7a-5p,2613,0.223543502
hsa-miR-125b-5p,2575,0.220292583
hsa-miR-19b-3p,2548,0.217982719
hsa-miR-9-5p,2507,0.214475148
hsa-miR-129-5p,2485,0.212593036
hsa-miR-15a-5p,2480,0.212165284
hsa-miR-15b-5p,2476,0.211823082
hsa-let-7e-5p,2443,0.208999914
hsa-miR-1827,2436,0.208401061
hsa-miR-7-5p,2433,0.208144409
hsa-miR-195-5p,2424,0.207374455
hsa-miR-130b-3p,2413,0.206433399
hsa-miR-186-5p,2412,0.206347848
hsa-miR-149-3p,2388,0.204294636
hsa-miR-19a-3p,2378,0.203439131
hsa-miR-222-3p,2341,0.200273762
hsa-miR-130a-3p,2336,0.199846009
hsa-miR-26a-5p,2309,0.197536145
hsa-miR-128-3p,2289,0.195825135
hsa-miR-29b-3p,2273,0.194456326
hsa-miR-221-3p,2261,0.19342972
hsa-miR-23b-3p,2260,0.19334417
hsa-miR-149-5p,2260,0.19334417
hsa-miR-940,2251,0.192574215
hsa-miR-101-3p,2241,0.19171871
hsa-miR-6499-3p,2237,0.191376508
hsa-miR-203a-3p,2235,0.191205407
hsa-miR-4728-5p,2233,0.191034306
hsa-miR-30c-5p,2227,0.190521003
hsa-miR-455-3p,2213,0.189323295
hsa-miR-25-3p,2209,0.188981093
hsa-miR-122-5p,2208,0.188895543
hsa-miR-6785-5p,2203,0.18846779
hsa-miR-6883-5p,2203,0.18846779
hsa-miR-7106-5p,2198,0.188040038
hsa-miR-744-5p,2188,0.187184532
hsa-miR-4459,2188,0.187184532
hsa-miR-6808-5p,2188,0.187184532
hsa-miR-665,2183,0.18675678
hsa-miR-6893-5p,2175,0.186072376
hsa-miR-877-3p,2169,0.185559073
hsa-let-7c-5p,2156,0.184446916
hsa-miR-340-5p,2133,0.182479254
hsa-miR-375,2110,0.180511592
hsa-miR-548c-3p,2101,0.179741637
hsa-miR-200c-3p,2097,0.179399435
hsa-miR-190a-3p,2097,0.179399435
hsa-miR-181b-5p,2089,0.178715031
hsa-miR-27a-3p,2087,0.17854393
hsa-miR-6867-5p,2070,0.177089571
hsa-miR-27b-3p,2061,0.176319617
hsa-miR-10a-5p,2056,0.175891864
hsa-miR-143-3p,2046,0.175036359
hsa-miR-23a-3p,2040,0.174523056
hsa-miR-329-3p,2033,0.173924202
hsa-miR-29a-3p,2033,0.173924202
hsa-miR-603,2032,0.173838652
hsa-miR-3653-5p,2026,0.173325349
hsa-miR-204-5p,2023,0.173068697
hsa-miR-362-3p,2019,0.172726495
hsa-miR-6849-3p,2011,0.172042091
hsa-miR-526b-3p,2009,0.17187099
hsa-miR-103a-3p,1993,0.170502182
hsa-miR-7977,1985,0.169817777
hsa-miR-196a-5p,1983,0.169646676
hsa-miR-301b-3p,1982,0.169561126
hsa-miR-4284,1979,0.169304474
hsa-miR-148b-3p,1973,0.168791171
hsa-miR-5011-5p,1967,0.168277868
hsa-miR-30b-5p,1954,0.167165711
hsa-miR-497-5p,1940,0.165968004
hsa-miR-32-5p,1937,0.165711353
hsa-miR-4722-5p,1930,0.165112499
hsa-miR-5698,1918,0.164085893
hsa-miR-1277-5p,1918,0.164085893
hsa-miR-4768-3p,1913,0.16365814
hsa-miR-424-5p,1912,0.16357259
hsa-miR-296-3p,1908,0.163230388
hsa-miR-377-5p,1899,0.162460433
hsa-miR-150-5p,1897,0.162289332
hsa-miR-454-3p,1890,0.161690478
hsa-miR-520g-3p,1884,0.161177175
hsa-miR-145-5p,1875,0.16040722
hsa-miR-301a-3p,1875,0.16040722
hsa-miR-520h,1858,0.158952862
hsa-miR-18a-5p,1846,0.157926255
hsa-miR-6873-3p,1843,0.157669604
hsa-miR-574-5p,1839,0.157327402
hsa-miR-6516-5p,1830,0.156557447
hsa-miR-3929,1827,0.156300796
hsa-miR-185-5p,1827,0.156300796
hsa-let-7f-5p,1816,0.15535974
hsa-miR-4478,1811,0.154931987
hsa-miR-4419b,1811,0.154931987
hsa-miR-485-5p,1802,0.154162033
hsa-miR-197-3p,1796,0.15364873
hsa-miR-4430,1795,0.153563179
hsa-miR-3652,1795,0.153563179
hsa-miR-125a-5p,1782,0.152451022
hsa-miR-100-5p,1779,0.152194371
hsa-miR-766-3p,1776,0.151937719
hsa-miR-4279,1772,0.151595517
hsa-miR-142-3p,1772,0.151595517
hsa-miR-6749-3p,1768,0.151253315
hsa-miR-519a-3p,1762,0.150740012
hsa-miR-4649-3p,1761,0.150654461
hsa-miR-7160-5p,1758,0.15039781
hsa-miR-6086,1754,0.150055608
hsa-miR-4668-5p,1748,0.149542305
hsa-miR-206,1744,0.149200103
hsa-miR-660-3p,1743,0.149114552
hsa-miR-29c-3p,1739,0.14877235
hsa-miR-181c-5p,1738,0.1486868
hsa-miR-6779-5p,1737,0.148601249
hsa-miR-7110-3p,1737,0.148601249
hsa-miR-519c-3p,1734,0.148344597
hsa-miR-30d-5p,1729,0.147916845
hsa-miR-324-3p,1725,0.147574643
hsa-miR-6799-5p,1723,0.147403542
hsa-miR-4295,1721,0.147232441
hsa-miR-6778-3p,1719,0.14706134
hsa-miR-107,1712,0.146462486
hsa-miR-30b-3p,1710,0.146291385
hsa-miR-18a-3p,1700,0.14543588
hsa-miR-3666,1699,0.145350329
hsa-miR-199a-5p,1698,0.145264779
hsa-miR-1976,1691,0.144665925
hsa-miR-144-3p,1690,0.144580375
hsa-miR-1304-3p,1688,0.144409274
hsa-miR-1273g-3p,1686,0.144238173
hsa-miR-6807-5p,1685,0.144152622
hsa-miR-214-3p,1683,0.143981521
hsa-miR-331-3p,1681,0.14381042
hsa-miR-324-5p,1673,0.143126016
hsa-miR-1273h-5p,1671,0.142954915
hsa-miR-6780a-5p,1668,0.142698263
hsa-miR-3689c,1665,0.142441612
hsa-miR-3941,1665,0.142441612
hsa-miR-3689b-3p,1665,0.142441612
hsa-miR-3689a-3p,1665,0.142441612
hsa-miR-2467-3p,1653,0.141415006
hsa-miR-6720-5p,1637,0.140046197
hsa-let-7d-5p,1635,0.139875096
hsa-miR-6512-3p,1634,0.139789546
hsa-miR-6825-5p,1632,0.139618445
hsa-miR-125a-3p,1632,0.139618445
hsa-miR-373-3p,1632,0.139618445
hsa-miR-6817-3p,1632,0.139618445
hsa-miR-6890-3p,1620,0.138591838
hsa-miR-6884-5p,1613,0.137992985
hsa-miR-302d-3p,1608,0.137565232
hsa-miR-302a-3p,1605,0.137308581
hsa-miR-1273e,1604,0.13722303
hsa-miR-519b-3p,1600,0.136880828
hsa-miR-302c-3p,1599,0.136795278
hsa-miR-6511a-5p,1599,0.136795278
hsa-miR-1910-3p,1598,0.136709727
hsa-miR-6838-5p,1597,0.136624177
hsa-let-7g-5p,1596,0.136538626
hsa-miR-3135b,1594,0.136367525
hsa-miR-205-5p,1591,0.136110873
hsa-miR-7703,1569,0.134228762
hsa-miR-146a-5p,1566,0.133972111
hsa-miR-10b-5p,1564,0.133801009
hsa-miR-7847-3p,1559,0.133373257
hsa-miR-374a-5p,1554,0.132945504
hsa-miR-186-3p,1550,0.132603302
hsa-miR-661,1544,0.132089999
hsa-miR-302b-3p,1543,0.132004449
hsa-miR-183-5p,1541,0.131833348
hsa-miR-31-5p,1541,0.131833348
hsa-miR-765,1540,0.131747797
hsa-miR-30c-1-3p,1538,0.131576696
hsa-miR-3613-3p,1538,0.131576696
hsa-miR-200b-3p,1534,0.131234494
hsa-miR-378a-5p,1533,0.131148943
hsa-miR-4510,1532,0.131063393
hsa-miR-378a-3p,1531,0.130977842
hsa-miR-503-5p,1529,0.130806741
hsa-miR-4433a-3p,1527,0.13063564
hsa-miR-939-3p,1527,0.13063564
hsa-miR-30e-5p,1526,0.13055009
hsa-miR-3148,1524,0.130378989
hsa-miR-30c-2-3p,1517,0.129780135
hsa-miR-508-5p,1512,0.129352383
hsa-miR-5193,1511,0.129266832
hsa-miR-372-3p,1509,0.129095731
hsa-miR-6127,1509,0.129095731
hsa-miR-6133,1508,0.129010181
hsa-miR-6130,1508,0.129010181
hsa-miR-4419a,1508,0.129010181
hsa-miR-6129,1508,0.129010181
hsa-miR-548s,1506,0.128839079
hsa-miR-181d-5p,1504,0.128667978
hsa-miR-4257,1503,0.128582428
hsa-miR-377-3p,1501,0.128411327
hsa-miR-6788-5p,1494,0.127812473
hsa-miR-6840-3p,1493,0.127726923
hsa-miR-1301-3p,1492,0.127641372
hsa-miR-130b-5p,1491,0.127555822
hsa-miR-6747-3p,1490,0.127470271
hsa-miR-6880-5p,1489,0.127384721
hsa-miR-6731-5p,1486,0.127128069
hsa-miR-8085,1486,0.127128069
hsa-miR-619-5p,1485,0.127042519
hsa-miR-211-5p,1484,0.126956968
hsa-miR-200a-3p,1484,0.126956968
hsa-miR-132-3p,1482,0.126785867
hsa-miR-3689d,1480,0.126614766
hsa-miR-425-5p,1475,0.126187013
hsa-miR-590-3p,1474,0.126101463
hsa-miR-498,1474,0.126101463
hsa-miR-6077,1471,0.125844811
hsa-miR-7-1-3p,1470,0.125759261
hsa-miR-6134,1466,0.125417059
hsa-miR-22-3p,1466,0.125417059
hsa-miR-335-3p,1461,0.124989306
hsa-miR-520c-3p,1460,0.124903756
hsa-miR-4772-3p,1459,0.124818205
hsa-miR-34c-5p,1458,0.124732655
hsa-miR-4768-5p,1454,0.124390453
hsa-miR-6833-3p,1454,0.124390453
hsa-miR-4252,1453,0.124304902
hsa-miR-429,1449,0.1239627
hsa-miR-6870-5p,1448,0.123877149
